"index","phylum","class","order","genus","fauna","interval_max","interval_min","max_ma","min_ma","max_ma_2022","min_ma_2022","cl_gn","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_accepted_no"
175,"Actinopoda","Radiolaria","Nassellaria","Mirifusus",,"Bathonian","Hauterivian",168.2,125.77,168.2,129.4,"Radiolaria_Mirifusus",,,,,,
176,"Actinopoda","Radiolaria","Nassellaria","Mitracalpis",,"Cenomanian","Meghalayan",100.5,0,100.5,0,"Radiolaria_Mitracalpis",,,,,,
177,"Actinopoda","Radiolaria","Nassellaria","Monosera",,"Aalenian","Oxfordian",174.7,154.8,174.7,154.8,"Radiolaria_Monosera",,,,,,
178,"Actinopoda","Radiolaria","Nassellaria","Morosyringium",,"Tithonian","Berriasian",149.2,137.05,149.2,139.8,"Radiolaria_Morosyringium",,,,,,
179,"Actinopoda","Radiolaria","Nassellaria","Myllocercion",,"Campanian","Thanetian",83.6,56,83.6,56,"Radiolaria_Myllocercion",,,,,,
180,"Actinopoda","Radiolaria","Nassellaria","Napora",,"Sinemurian","Cenomanian",199.5,93.9,199.5,93.9,"Radiolaria_Napora",,,,,,
181,"Actinopoda","Radiolaria","Nassellaria","Nebespecha",,"Asselian","Kungurian",298.9,274.4,298.9,276,"Radiolaria_Nebespecha",,,,,,
182,"Actinopoda","Radiolaria","Nassellaria","Neosciadiocapsa",,"Campanian","Campanian",83.6,72.2,83.6,72.1,"Radiolaria_Neosciadiocapsa",,,,,,
183,"Actinopoda","Radiolaria","Nassellaria","Neosemantis",,"Burdigalian","Meghalayan",20.45,0,20.44,0,"Radiolaria_Neosemantis",,,,,,
184,"Actinopoda","Radiolaria","Nassellaria","Neowrangellium",,"Pliensbachian","Toarcian",192.9,174.7,192.9,174.7,"Radiolaria_Neowrangellium",,,,,,
185,"Actinopoda","Radiolaria","Nassellaria","Nephrospyris",,"Tortonian","Meghalayan",11.63,0,11.63,0,"Radiolaria_Nephrospyris",,,,,,
186,"Actinopoda","Radiolaria","Nassellaria","Noritus",,"Pliensbachian","Toarcian",192.9,174.7,192.9,174.7,"Radiolaria_Noritus",,,,,,
187,"Actinopoda","Radiolaria","Nassellaria","Obesacapsula",,"Oxfordian","Cenomanian",161.5,93.9,161.5,93.9,"Radiolaria_Obesacapsula",,,,,,
188,"Actinopoda","Radiolaria","Nassellaria","Octotympanum",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Octotympanum",,,,,,
189,"Actinopoda","Radiolaria","Nassellaria","Orbula",,"Thanetian","Thanetian",59.24,56,59.2,56,"Radiolaria_Orbula",,,,,,
190,"Actinopoda","Radiolaria","Nassellaria","Pachus",,"Norian","Norian",227.3,205.7,227,208.5,"Radiolaria_Pachus",,,,,,
191,"Actinopoda","Radiolaria","Nassellaria","Paracanoptum",,"Sinemurian","Toarcian",199.5,174.7,199.5,174.7,"Radiolaria_Paracanoptum",,,,,,
192,"Actinopoda","Radiolaria","Nassellaria","Parahsuum",,"Hettangian","Pliensbachian",201.4,184.2,201.4,184.2,"Radiolaria_Parahsuum",,,,,,
193,"Actinopoda","Radiolaria","Nassellaria","Parapodocapsa",,"Tithonian","Berriasian",149.2,137.05,149.2,139.8,"Radiolaria_Parapodocapsa",,,,,,
194,"Actinopoda","Radiolaria","Nassellaria","Parapoulpus",,"Carnian","Carnian",237,227.3,237,227,"Radiolaria_Parapoulpus",,,,,,
195,"Actinopoda","Radiolaria","Nassellaria","Parvicingula",,"Aalenian","Hauterivian",174.7,125.77,174.7,129.4,"Radiolaria_Parvicingula",,,,,,
196,"Actinopoda","Radiolaria","Nassellaria","Patagospyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Patagospyris",,,,,,
197,"Actinopoda","Radiolaria","Nassellaria","Perispyridium",,"Toarcian","Tithonian",184.2,143.1,184.2,145,"Radiolaria_Perispyridium",,,,,,
198,"Actinopoda","Radiolaria","Nassellaria","Peromelissa",,"Zanclean","Meghalayan",5.333,0,5.333,0,"Radiolaria_Peromelissa",,,,,,
199,"Actinopoda","Radiolaria","Nassellaria","Petasiforma",,"Cenomanian","Cenomanian",100.5,93.9,100.5,93.9,"Radiolaria_Petasiforma",,,,,,
200,"Actinopoda","Radiolaria","Nassellaria","Phaenocalpis",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Phaenocalpis",,,,,,
201,"Actinopoda","Radiolaria","Nassellaria","Phaenoscenium",,"Hettangian","Meghalayan",201.4,0,201.4,0,"Radiolaria_Phaenoscenium",,,,,,
202,"Actinopoda","Radiolaria","Nassellaria","Phormocyrtis",,"Danian","Meghalayan",66,0,66,0,"Radiolaria_Phormocyrtis",,,,,,
203,"Actinopoda","Radiolaria","Nassellaria","Phormospyris",,"Priabonian","Meghalayan",37.71,0,37.71,0,"Radiolaria_Phormospyris",,,,,,
204,"Actinopoda","Radiolaria","Nassellaria","Phormostichoartus",,"Rupelian","Meghalayan",33.9,0,33.9,0,"Radiolaria_Phormostichoartus",,,,,,
205,"Actinopoda","Radiolaria","Nassellaria","Plagionium",,"Greenlandian","Meghalayan",0.0117,0,0.0117,0,"Radiolaria_Plagionium",,,,,,
206,"Actinopoda","Radiolaria","Nassellaria","Platybursa",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Platybursa",,,,,,
207,"Actinopoda","Radiolaria","Nassellaria","Plectopyramis",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Plectopyramis",,,,,,
208,"Actinopoda","Radiolaria","Nassellaria","Pleesus",,"Toarcian","Toarcian",184.2,174.7,184.2,174.7,"Radiolaria_Pleesus",,,,,,
209,"Actinopoda","Radiolaria","Nassellaria","Podobursa",,"Bathonian","Albian",168.2,100.5,168.2,100.5,"Radiolaria_Podobursa",,,,,,
210,"Actinopoda","Radiolaria","Nassellaria","Podocapsa",,"Oxfordian","Berriasian",161.5,137.05,161.5,139.8,"Radiolaria_Podocapsa",,,,,,
211,"Actinopoda","Radiolaria","Nassellaria","Podocoronis",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Podocoronis",,,,,,
212,"Actinopoda","Radiolaria","Nassellaria","Podocyrtis",,"Tithonian","Priabonian",149.2,33.9,149.2,33.9,"Radiolaria_Podocyrtis",,,,,,
213,"Actinopoda","Radiolaria","Nassellaria","Poulpus",,"Carnian","Toarcian",237,174.7,237,174.7,"Radiolaria_Poulpus",,,,,,
214,"Actinopoda","Radiolaria","Nassellaria","Protoperispyridium",,"Pliensbachian","Toarcian",192.9,174.7,192.9,174.7,"Radiolaria_Protoperispyridium",,,,,,
215,"Actinopoda","Radiolaria","Nassellaria","Protostichocapsa",,"Albian","Campanian",113.2,72.2,113,72.1,"Radiolaria_Protostichocapsa",,,,,,
216,"Actinopoda","Radiolaria","Nassellaria","Protunuma",,"Oxfordian","Tithonian",161.5,143.1,161.5,145,"Radiolaria_Protunuma",,,,,,
217,"Actinopoda","Radiolaria","Nassellaria","Pseudodictyomitra",,"Oxfordian","Cenomanian",161.5,93.9,161.5,93.9,"Radiolaria_Pseudodictyomitra",,,,,,
218,"Actinopoda","Radiolaria","Nassellaria","Pseudopoulpus",,"Pliensbachian","Callovian",192.9,161.5,192.9,161.5,"Radiolaria_Pseudopoulpus",,,,,,
219,"Actinopoda","Radiolaria","Nassellaria","Pseudoristola",,"Toarcian","Toarcian",184.2,174.7,184.2,174.7,"Radiolaria_Pseudoristola",,,,,,
220,"Actinopoda","Radiolaria","Nassellaria","Pseudosaturniforma",,"Norian","Norian",227.3,205.7,227,208.5,"Radiolaria_Pseudosaturniforma",,,,,,
221,"Actinopoda","Radiolaria","Nassellaria","Pseudotheocampe",,"Campanian","Campanian",83.6,72.2,83.6,72.1,"Radiolaria_Pseudotheocampe",,,,,,
222,"Actinopoda","Radiolaria","Nassellaria","Pterocanium",,"Rupelian","Meghalayan",33.9,0,33.9,0,"Radiolaria_Pterocanium",,,,,,
223,"Actinopoda","Radiolaria","Nassellaria","Pterocodon",,"Thanetian","Meghalayan",59.24,0,59.2,0,"Radiolaria_Pterocodon",,,,,,
224,"Actinopoda","Radiolaria","Nassellaria","Pterocorys",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Pterocorys",,,,,,
225,"Actinopoda","Radiolaria","Nassellaria","Pylostephanidium",,"Ladinian","Carnian",241.464,227.3,242,227,"Radiolaria_Pylostephanidium",,,,,,
226,"Actinopoda","Radiolaria","Nassellaria","Quasipetosus",,"Norian","Norian",227.3,205.7,227,208.5,"Radiolaria_Quasipetosus",,,,,,
227,"Actinopoda","Radiolaria","Nassellaria","Relanus",,"Hettangian","Hettangian",201.4,199.5,201.4,199.5,"Radiolaria_Relanus",,,,,,
228,"Actinopoda","Radiolaria","Nassellaria","Rhabdolithis",,"Thanetian","Priabonian",59.24,33.9,59.2,33.9,"Radiolaria_Rhabdolithis",,,,,,
229,"Actinopoda","Radiolaria","Nassellaria","Rhopalocanium",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Rhopalocanium",,,,,,
230,"Actinopoda","Radiolaria","Nassellaria","Rhopalosyringium",,"Cenomanian","Maastrichtian",100.5,66,100.5,66,"Radiolaria_Rhopalosyringium",,,,,,
231,"Actinopoda","Radiolaria","Nassellaria","Ristola",,"Bathonian","Aptian",168.2,113.2,168.2,113,"Radiolaria_Ristola",,,,,,
232,"Actinopoda","Radiolaria","Nassellaria","Rolumbus",,"Pliensbachian","Toarcian",192.9,174.7,192.9,174.7,"Radiolaria_Rolumbus",,,,,,
233,"Actinopoda","Radiolaria","Nassellaria","Rotaforma",,"Cenomanian","Cenomanian",100.5,93.9,100.5,93.9,"Radiolaria_Rotaforma",,,,,,
234,"Actinopoda","Radiolaria","Nassellaria","Ruesticyrtium",,"Carnian","Carnian",237,227.3,237,227,"Radiolaria_Ruesticyrtium",,,,,,
235,"Actinopoda","Radiolaria","Nassellaria","Saitoum",,"Toarcian","Tithonian",184.2,143.1,184.2,145,"Radiolaria_Saitoum",,,,,,
236,"Actinopoda","Radiolaria","Nassellaria","Salpingocapsa",,"Aquitanian","Piacenzian",23.04,2.58,23.03,2.58,"Radiolaria_Salpingocapsa",,,,,,
237,"Actinopoda","Radiolaria","Nassellaria","Schadelfussdlerus",,"Campanian","Campanian",83.6,72.2,83.6,72.1,"Radiolaria_Schadelfussdlerus",,,,,,
238,"Actinopoda","Radiolaria","Nassellaria","Schaumellus",,"Campanian","Campanian",83.6,72.2,83.6,72.1,"Radiolaria_Schaumellus",,,,,,
239,"Actinopoda","Radiolaria","Nassellaria","Sciadiocapsa",,"Cenomanian","Maastrichtian",100.5,66,100.5,66,"Radiolaria_Sciadiocapsa",,,,,,
240,"Actinopoda","Radiolaria","Nassellaria","Scyphiforma",,"Coniacian","Coniacian",89.8,85.7,89.8,86.3,"Radiolaria_Scyphiforma",,,,,,
241,"Actinopoda","Radiolaria","Nassellaria","Semantrum",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Semantrum",,,,,,
242,"Actinopoda","Radiolaria","Nassellaria","Sethocapsa",,"Tithonian","Meghalayan",149.2,0,149.2,0,"Radiolaria_Sethocapsa",,,,,,
243,"Actinopoda","Radiolaria","Nassellaria","Sethochytris",,"Bartonian","Meghalayan",41.03,0,41.2,0,"Radiolaria_Sethochytris",,,,,,
244,"Actinopoda","Radiolaria","Nassellaria","Sethocyrtis",,"Oxfordian","Meghalayan",161.5,0,161.5,0,"Radiolaria_Sethocyrtis",,,,,,
245,"Actinopoda","Radiolaria","Nassellaria","Sethodiscus",,"Hettangian","Bartonian",201.4,37.71,201.4,37.71,"Radiolaria_Sethodiscus",,,,,,
246,"Actinopoda","Radiolaria","Nassellaria","Sethopera",,"Hettangian","Meghalayan",201.4,0,201.4,0,"Radiolaria_Sethopera",,,,,,
247,"Actinopoda","Radiolaria","Nassellaria","Sethopilium",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Sethopilium",,,,,,
248,"Actinopoda","Radiolaria","Nassellaria","Siphocampe",,"Thanetian","Meghalayan",59.24,0,59.2,0,"Radiolaria_Siphocampe",,,,,,
249,"Actinopoda","Radiolaria","Nassellaria","Siphocampium",,"Carnian","Meghalayan",237,0,237,0,"Radiolaria_Siphocampium",,,,,,
250,"Actinopoda","Radiolaria","Nassellaria","Siphostichartus",,"Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Radiolaria_Siphostichartus",,,,,,
251,"Actinopoda","Radiolaria","Nassellaria","Solenotryma",,"Bajocian","Maastrichtian",170.9,66,170.9,66,"Radiolaria_Solenotryma",,,,,,
252,"Actinopoda","Radiolaria","Nassellaria","Sphaerospyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Sphaerospyris",,,,,,
253,"Actinopoda","Radiolaria","Nassellaria","Spirocampe",,"Aquitanian","Meghalayan",23.04,0,23.03,0,"Radiolaria_Spirocampe",,,,,,
254,"Actinopoda","Radiolaria","Nassellaria","Spirocyrtis",,"Burdigalian","Meghalayan",20.45,0,20.44,0,"Radiolaria_Spirocyrtis",,,,,,
255,"Actinopoda","Radiolaria","Nassellaria","Spongocapsula",,"Bathonian","Cenomanian",168.2,93.9,168.2,93.9,"Radiolaria_Spongocapsula",,,,,,
256,"Actinopoda","Radiolaria","Nassellaria","Spongomelissa",,"Ypresian","Serravallian",56,11.63,56,11.63,"Radiolaria_Spongomelissa",,,,,,
257,"Actinopoda","Radiolaria","Nassellaria","Spongosilicarmiger",,"Ladinian","Carnian",241.464,227.3,242,227,"Radiolaria_Spongosilicarmiger",,,,,,
258,"Actinopoda","Radiolaria","Nassellaria","Squinabolella",,"Coniacian","Coniacian",89.8,85.7,89.8,86.3,"Radiolaria_Squinabolella",,,,,,
259,"Actinopoda","Radiolaria","Nassellaria","Stephaniscus",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Stephaniscus",,,,,,
260,"Actinopoda","Radiolaria","Nassellaria","Stephanium",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Stephanium",,,,,,
261,"Actinopoda","Radiolaria","Nassellaria","Stichocampe",,"Albian","Albian",113.2,100.5,113,100.5,"Radiolaria_Stichocampe",,,,,,
262,"Actinopoda","Radiolaria","Nassellaria","Stichocapsa",,"Pliensbachian","Meghalayan",192.9,0,192.9,0,"Radiolaria_Stichocapsa",,,,,,
263,"Actinopoda","Radiolaria","Nassellaria","Stichocorys",,"Burdigalian","Meghalayan",20.45,0,20.44,0,"Radiolaria_Stichocorys",,,,,,
264,"Actinopoda","Radiolaria","Nassellaria","Stichomitra",,"Berriasian","Maastrichtian",143.1,66,145,66,"Radiolaria_Stichomitra",,,,,,
265,"Actinopoda","Radiolaria","Nassellaria","Stichophormis",,"Hettangian","Meghalayan",201.4,0,201.4,0,"Radiolaria_Stichophormis",,,,,,
266,"Actinopoda","Radiolaria","Nassellaria","Stylocapsa",,"Hettangian","Piacenzian",201.4,2.58,201.4,2.58,"Radiolaria_Stylocapsa",,,,,,
267,"Actinopoda","Radiolaria","Nassellaria","Stylocryptocapsa",,"Cenomanian","Piacenzian",100.5,2.58,100.5,2.58,"Radiolaria_Stylocryptocapsa",,,,,,
268,"Actinopoda","Radiolaria","Nassellaria","Syringium",,"Aquitanian","Piacenzian",23.04,2.58,23.03,2.58,"Radiolaria_Syringium",,,,,,
269,"Actinopoda","Radiolaria","Nassellaria","Syringocapsa",,"Carnian","Barremian",237,121.4,237,121.4,"Radiolaria_Syringocapsa",,,,,,
270,"Actinopoda","Radiolaria","Nassellaria","Tetracapsa",,"Oxfordian","Tithonian",161.5,143.1,161.5,145,"Radiolaria_Tetracapsa",,,,,,
271,"Actinopoda","Radiolaria","Nassellaria","Tetraphormis",,"Berriasian","Meghalayan",143.1,0,145,0,"Radiolaria_Tetraphormis",,,,,,
272,"Actinopoda","Radiolaria","Nassellaria","Tetrarrhabda",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Tetrarrhabda",,,,,,
273,"Actinopoda","Radiolaria","Nassellaria","Thanarla",,"Oxfordian","Cenomanian",161.5,93.9,161.5,93.9,"Radiolaria_Thanarla",,,,,,
274,"Actinopoda","Radiolaria","Nassellaria","Theocalyptra",,"Berriasian","Meghalayan",143.1,0,145,0,"Radiolaria_Theocalyptra",,,,,,
275,"Actinopoda","Radiolaria","Nassellaria","Theocampe",,"Berriasian","Meghalayan",143.1,0,145,0,"Radiolaria_Theocampe",,,,,,
276,"Actinopoda","Radiolaria","Nassellaria","Theocapsa",,"Berriasian","Meghalayan",143.1,0,145,0,"Radiolaria_Theocapsa",,,,,,
277,"Actinopoda","Radiolaria","Nassellaria","Theoconus",,"Oxfordian","Meghalayan",161.5,0,161.5,0,"Radiolaria_Theoconus",,,,,,
278,"Actinopoda","Radiolaria","Nassellaria","Theocorys",,"Aptian","Meghalayan",121.4,0,121.4,0,"Radiolaria_Theocorys",,,,,,
279,"Actinopoda","Radiolaria","Nassellaria","Theocotyle",,"Campanian","Priabonian",83.6,33.9,83.6,33.9,"Radiolaria_Theocotyle",,,,,,
280,"Actinopoda","Radiolaria","Nassellaria","Theocotylissa",,"Thanetian","Priabonian",59.24,33.9,59.2,33.9,"Radiolaria_Theocotylissa",,,,,,
281,"Actinopoda","Radiolaria","Nassellaria","Theocyrtis",,"Danian","Meghalayan",66,0,66,0,"Radiolaria_Theocyrtis",,,,,,
282,"Actinopoda","Radiolaria","Nassellaria","Theopera",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Theopera",,,,,,
283,"Actinopoda","Radiolaria","Nassellaria","Theophormis",,"Cenomanian","Meghalayan",100.5,0,100.5,0,"Radiolaria_Theophormis",,,,,,
284,"Actinopoda","Radiolaria","Nassellaria","Tholospyris",,"Rupelian","Meghalayan",33.9,0,33.9,0,"Radiolaria_Tholospyris",,,,,,
285,"Actinopoda","Radiolaria","Nassellaria","Thyrsocyrtis",,"Thanetian","Priabonian",59.24,33.9,59.2,33.9,"Radiolaria_Thyrsocyrtis",,,,,,
286,"Actinopoda","Radiolaria","Nassellaria","Triacartus",,"Berriasian","Meghalayan",143.1,0,145,0,"Radiolaria_Triacartus",,,,,,
287,"Actinopoda","Radiolaria","Nassellaria","Trialatus",,"Carnian","Carnian",237,227.3,237,227,"Radiolaria_Trialatus",,,,,,
288,"Actinopoda","Radiolaria","Nassellaria","Triassocampe",,"Ladinian","Norian",241.464,205.7,242,208.5,"Radiolaria_Triassocampe",,,,,,
289,"Actinopoda","Radiolaria","Nassellaria","Tricolocampe",,"Ladinian","Meghalayan",241.464,0,242,0,"Radiolaria_Tricolocampe",,,,,,
290,"Actinopoda","Radiolaria","Nassellaria","Tricolocapsa",,"Anisian","Meghalayan",247,0,247.2,0,"Radiolaria_Tricolocapsa",,,,,,
291,"Actinopoda","Radiolaria","Nassellaria","Tripilidium",,"Carnian","Meghalayan",237,0,237,0,"Radiolaria_Tripilidium",,,,,,
292,"Actinopoda","Radiolaria","Nassellaria","Tripocalpis",,"Santonian","Meghalayan",85.7,0,86.3,0,"Radiolaria_Tripocalpis",,,,,,
293,"Actinopoda","Radiolaria","Nassellaria","Tripocyrtis",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Tripocyrtis",,,,,,
294,"Actinopoda","Radiolaria","Nassellaria","Tripodiscium",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Tripodiscium",,,,,,
295,"Actinopoda","Radiolaria","Nassellaria","Tripodocyrtis",,"Tortonian","Messinian",11.63,5.333,11.63,5.333,"Radiolaria_Tripodocyrtis",,,,,,
296,"Actinopoda","Radiolaria","Nassellaria","Tripodonium",,"Aquitanian","Meghalayan",23.04,0,23.03,0,"Radiolaria_Tripodonium",,,,,,
297,"Actinopoda","Radiolaria","Nassellaria","Tripodospyris",,"Priabonian","Meghalayan",37.71,0,37.71,0,"Radiolaria_Tripodospyris",,,,,,
298,"Actinopoda","Radiolaria","Nassellaria","Tripophaenoscenium",,"Aquitanian","Messinian",23.04,5.333,23.03,5.333,"Radiolaria_Tripophaenoscenium",,,,,,
299,"Actinopoda","Radiolaria","Nassellaria","Trissopilium",,"Zanclean","Meghalayan",5.333,0,5.333,0,"Radiolaria_Trissopilium",,,,,,
300,"Actinopoda","Radiolaria","Nassellaria","Tristylospyris",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Tristylospyris",,,,,,
301,"Actinopoda","Radiolaria","Nassellaria","Turanta",,"Toarcian","Tithonian",184.2,143.1,184.2,145,"Radiolaria_Turanta",,,,,,
302,"Actinopoda","Radiolaria","Nassellaria","Tympanomma",,"Aquitanian","Serravallian",23.04,11.63,23.03,11.63,"Radiolaria_Tympanomma",,,,,,
303,"Actinopoda","Radiolaria","Nassellaria","Ultranapora",,"Sinemurian","Turonian",199.5,89.8,199.5,89.8,"Radiolaria_Ultranapora",,,,,,
304,"Actinopoda","Radiolaria","Nassellaria","Urocyrtis",,"Oxfordian","Meghalayan",161.5,0,161.5,0,"Radiolaria_Urocyrtis",,,,,,
305,"Actinopoda","Radiolaria","Nassellaria","Velicucullus",,"Ypresian","Priabonian",56,33.9,56,33.9,"Radiolaria_Velicucullus",,,,,,
306,"Actinopoda","Radiolaria","Nassellaria","Vistularia",,"Campanian","Campanian",83.6,72.2,83.6,72.1,"Radiolaria_Vistularia",,,,,,
307,"Actinopoda","Radiolaria","Nassellaria","Williriedellum",,"Callovian","Oxfordian",165.3,154.8,165.3,154.8,"Radiolaria_Williriedellum",,,,,,
308,"Actinopoda","Radiolaria","Nassellaria","Wrangellium",,"Sinemurian","Toarcian",199.5,174.7,199.5,174.7,"Radiolaria_Wrangellium",,,,,,
309,"Actinopoda","Radiolaria","Nassellaria","Xipha",,"Carnian","Norian",237,205.7,237,208.5,"Radiolaria_Xipha",,,,,,
310,"Actinopoda","Radiolaria","Nassellaria","Xiphotheca",,"Carnian","Carnian",237,227.3,237,227,"Radiolaria_Xiphotheca",,,,,,
311,"Actinopoda","Radiolaria","Nassellaria","Xitus",,"Tithonian","Maastrichtian",149.2,66,149.2,66,"Radiolaria_Xitus",,,,,,
312,"Actinopoda","Radiolaria","Nassellaria","Yeharaia",,"Ladinian","Carnian",241.464,227.3,242,227,"Radiolaria_Yeharaia",,,,,,
313,"Actinopoda","Radiolaria","Nassellaria","Zhamoidellum",,"Bajocian","Barremian",170.9,121.4,170.9,121.4,"Radiolaria_Zhamoidellum",,,,,,
314,"Actinopoda","Radiolaria","Nassellaria","Zygocircus",,"Lutetian","Meghalayan",48.07,0,47.8,0,"Radiolaria_Zygocircus",,,,,,
315,"Actinopoda","Radiolaria","Nassellaria","Zygostephanus",,"Oxfordian","Meghalayan",161.5,0,161.5,0,"Radiolaria_Zygostephanus",,,,,,
316,"Actinopoda","Radiolaria","Spumellaria","Acaeniotyle",,"Callovian","Campanian",165.3,72.2,165.3,72.1,"Radiolaria_Acaeniotyle",,,,,,
317,"Actinopoda","Radiolaria","Spumellaria","Acanthopyle",,"Carnian","Tithonian",237,143.1,237,145,"Radiolaria_Acanthopyle",,,,,,
318,"Actinopoda","Radiolaria","Spumellaria","Acanthosphaera",,"Albian","Meghalayan",113.2,0,113,0,"Radiolaria_Acanthosphaera",,,,,,
319,"Actinopoda","Radiolaria","Spumellaria","Acrosphaera",,"Aquitanian","Meghalayan",23.04,0,23.03,0,"Radiolaria_Acrosphaera",,,,,,
320,"Actinopoda","Radiolaria","Spumellaria","Actinomma",,"Lutetian","Meghalayan",48.07,0,47.8,0,"Radiolaria_Actinomma",,,,,,
321,"Actinopoda","Radiolaria","Spumellaria","Albaillella",,"Famennian","Wuchiapingian",372.15,254.14,372.2,254.14,"Radiolaria_Albaillella",,,,,,
322,"Actinopoda","Radiolaria","Spumellaria","Allocyrtium",,"Tournaisian","Serpukhovian",358.86,323.4,358.9,323.2,"Radiolaria_Allocyrtium",,,,,,
323,"Actinopoda","Radiolaria","Spumellaria","Amphibrachium",,"Oxfordian","Albian",161.5,100.5,161.5,100.5,"Radiolaria_Amphibrachium",,,,,,
324,"Actinopoda","Radiolaria","Spumellaria","Amphicyclia",,"Ypresian","Meghalayan",56,0,56,0,"Radiolaria_Amphicyclia",,,,,,
325,"Actinopoda","Radiolaria","Spumellaria","Amphimenium",,"Santonian","Meghalayan",85.7,0,86.3,0,"Radiolaria_Amphimenium",,,,,,
326,"Actinopoda","Radiolaria","Spumellaria","Amphisphaera",,"Campanian","Meghalayan",83.6,0,83.6,0,"Radiolaria_Amphisphaera",,,,,,
327,"Actinopoda","Radiolaria","Spumellaria","Amphistylus",,"Hettangian","Meghalayan",201.4,0,201.4,0,"Radiolaria_Amphistylus",,,,,,
328,"Actinopoda","Radiolaria","Spumellaria","Anakrusa",,"Darriwilian","Sandbian",469.4,452.8,467.3,453,"Radiolaria_Anakrusa",,,,,,
329,"Actinopoda","Radiolaria","Spumellaria","Angulobracchia",,"Bajocian","Aptian",170.9,113.2,170.9,113,"Radiolaria_Angulobracchia",,,,,,
330,"Actinopoda","Radiolaria","Spumellaria","Archaeohagiastrum",,"Callovian","Tithonian",165.3,143.1,165.3,145,"Radiolaria_Archaeohagiastrum",,,,,,
331,"Actinopoda","Radiolaria","Spumellaria","Archaeopyramisa",,"Serpukhovian","Bashkirian",330.3,315.2,330.9,315.2,"Radiolaria_Archaeopyramisa",,,,,,
332,"Actinopoda","Radiolaria","Spumellaria","Archaeosemantis",,"Induan","Norian",251.902,205.7,251.902,208.5,"Radiolaria_Archaeosemantis",,,,,,
333,"Actinopoda","Radiolaria","Spumellaria","Archaeospongoprinum",,"Callovian","Maastrichtian",165.3,66,165.3,66,"Radiolaria_Archaeospongoprinum",,,,,,
334,"Actinopoda","Radiolaria","Spumellaria","Archaeotritrabs",,"Tithonian","Valanginian",149.2,132.6,149.2,132.6,"Radiolaria_Archaeotritrabs",,,,,,
335,"Actinopoda","Radiolaria","Spumellaria","Archocyrtium",,"Rhuddanian","Serpukhovian",443.1,323.4,443.8,323.2,"Radiolaria_Archocyrtium",,,,,,
336,"Actinopoda","Radiolaria","Spumellaria","Arrchinella",,"Frasnian","Famennian",382.31,358.86,382.7,358.9,"Radiolaria_Arrchinella",,,,,,
337,"Actinopoda","Radiolaria","Spumellaria","Arrectoalatus",,"Gzhelian","Gzhelian",303.7,298.9,303.7,298.9,"Radiolaria_Arrectoalatus",,,,,,
338,"Actinopoda","Radiolaria","Spumellaria","Artiscus",,"Cenomanian","Meghalayan",100.5,0,100.5,0,"Radiolaria_Artiscus",,,,,,
339,"Actinopoda","Radiolaria","Spumellaria","Astractura",,"Lutetian","Meghalayan",48.07,0,47.8,0,"Radiolaria_Astractura",,,,,,
